roll_no,Class,Section,Branch
4215,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
4509,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5012,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5149,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5087,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
5070,IGCSE-8,A,I-8/4 SENIOR BRANCH ISLAMABAD
4820,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
4658,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1568,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1320,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
1332,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
2078,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
3946,IGCSE-9,A,I-8/4 SENIOR BRANCH ISLAMABAD
3060,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
2961,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1420,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1052,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1394,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1210,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1464,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
2117,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
1760,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
4318,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
4779,MATRIC-10,A,SATELLITE TOWN SENIOR BRANCH RWP
4831,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4835,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4871,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4956,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5082,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5146,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5173,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5175,INFANT,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5155,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5051,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5049,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4246,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4650,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4655,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4506,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4536,BUTTER FLIES,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4594,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4675,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4247,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4236,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4354,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5050,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5064,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4958,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4957,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4904,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4809,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4124,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4205,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
4204,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5174,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5117,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5075,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5094,PLAY GROUP,A,I-8/4  DAYCARE BRANCH ISLAMABAD
5101,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
3961,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
2038,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1977,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1349,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1351,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1368,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1363,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1587,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
2479,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4843,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4819,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4297,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4400,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4691,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4510,MATRIC-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
4499,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1065,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1365,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1359,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1033,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
1935,IGCSE-10,A,I-8/4 SENIOR BRANCH ISLAMABAD
2364,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4051,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
2723,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3012,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3013,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3000,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
3086,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4458,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4561,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4645,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4620,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4396,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4303,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4237,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4278,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4293,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4260,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4743,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4750,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4947,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4992,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
5007,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
5047,Grade-4,ALPHA,I-8/4  PRIMARY BRANCH ISLAMABAD
4325,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
3828,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2712,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2665,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2694,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2838,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2901,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
4042,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2392,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2467,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2475,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2510,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2537,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2463,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2969,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2437,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2422,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2553,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2639,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
2640,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
1598,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5071,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5078,Grade-4,BRAVO,I-8/4  PRIMARY BRANCH ISLAMABAD
5147,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
1924,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
1864,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2649,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2583,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2576,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2615,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2611,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2425,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2491,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2464,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2476,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2570,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2360,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2370,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2409,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2380,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2277,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2217,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
2866,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
3738,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4317,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4946,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
4926,Grade-4,CHARLIE,I-8/4  PRIMARY BRANCH ISLAMABAD
5185,NURSERY,BLUE,I-8/4 NURSERY BRANCH ISLAMABAD
